year,Base case cost,Modeled water and wastewater efficiency
2017,88538.9160756,70501.0231272
2018,93242.2041481,73580.7238341
2019,99557.3218364,77784.0444255
2020,102417.996345,79592.9909647
2021,104405.93551,80800.0001947
2022,105882.332733,81655.6796143
2023,106845.281759,82158.5966422
2024,107695.076616,82586.9385055
2025,108678.80219,83112.17952
2026,109926.330903,83824.4755109
2027,110917.853855,84362.5225639
2028,111655.479139,84727.7250239
2029,112849.73783,85414.3471871
2030,113653.214928,85832.765656
2031,114804.281865,86495.5704463
