year,Base case cost,Modeled biomass for heat (cordwood)
2017,377790.839514,407947.347391
2018,403368.09042,429176.819192
2019,443210.015572,463439.260274
2020,458893.156478,476247.140888
2021,469801.011931,484967.424285
2022,477969.836478,491347.97567
2023,483413.221025,495402.028094
2024,488175.155572,498885.199189
2025,487481.331326,496830.823628
2026,500445.721025,508256.533234
2027,505896.121025,512373.829431
2028,509983.921025,515333.784088
2029,516153.49829,520100.425908
2030,526739.368895,529584.013661
2031,532963.559801,534430.232493
2032,539854.534348,539859.271941
2033,540016.599197,538571.164007
2034,546814.24829,543930.126955
2035,550902.34829,546974.788759
2036,558405.393743,552965.312356
