year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,34240.55,6857.35,36843.07,23576.77
2018,34330.25,6858.88,36843.07,23576.77
2019,34330.25,6860.89,36843.07,24424.52
2020,34330.25,6862.55,36843.07,24424.52
2021,34330.25,6863.51,36843.07,24424.52
2022,34330.25,6863.29,36843.07,24424.52
2023,34330.25,6861.81,36843.07,24424.52
2024,34330.25,6860.98,36843.07,24424.52
2025,34330.25,6860.83,36843.07,23576.77
2026,34330.25,6861.73,36843.07,24424.52
2027,34330.25,6862.04,36843.07,24424.52
2028,34330.25,6861.91,36843.07,24424.52
2029,34330.25,6866.95,36843.07,24424.52
2030,34419.95,6870.69,36843.07,25272.27
2031,34419.95,6873.03,36843.07,25272.27
2032,34419.95,6871.69,36843.07,25272.27
2033,34419.95,6869.42,36843.07,24424.52
2034,34330.25,6867.44,36843.07,24424.52
2035,34330.25,6866.68,36843.07,24424.52
2036,34330.25,6867.68,36843.07,24424.52
2037,34419.95,6868.64,36843.07,24424.52
2038,34419.95,6870.8,36843.07,25272.27
2039,34419.95,6871.45,36843.07,25272.27
2040,34419.95,6871.1,36843.07,25272.27
