year,Base case diesel consumed,Modeled diesel efficiency
2019,34330.2480369,31209.3163972
2020,34330.2480369,31209.3163972
2021,34330.2480369,31209.3163972
2022,34330.2480369,31209.3163972
2023,34330.2480369,31209.3163972
2024,34330.2480369,31209.3163972
2025,34330.2480369,31209.3163972
2026,34330.2480369,31209.3163972
2027,34330.2480369,31209.3163972
2028,34330.2480369,31209.3163972
2029,34330.2480369,31209.3163972
2030,34419.9478643,31290.8616949
2031,34419.9478643,31290.8616949
2032,34419.9478643,31290.8616949
2033,34419.9478643,31290.8616949
2034,34330.2480369,31209.3163972
2035,34330.2480369,31209.3163972
2036,34330.2480369,31209.3163972
2037,34419.9478643,31290.8616949
2038,34419.9478643,31290.8616949
