year,Base case cost,Modeled residential energy efficiency
2017,104290.77286,108199.878789
2018,110453.971352,112281.146807
2019,118906.357854,118071.098254
2020,123132.551105,120738.856986
2021,125950.013273,122373.072647
2022,128063.109898,123495.717354
2023,121910.202399,116499.368341
2024,123064.168115,116911.124617
2025,124382.986076,117452.123768
2026,126196.360772,118360.768837
2027,127680.030979,119040.243505
2028,120624.222833,111280.552066
2029,122160.353881,111985.223353
2030,122928.419405,112158.316396
2031,124618.163558,112988.490187
2032,126307.907711,113827.070821
2033,119248.399267,105924.608659
2034,120956.886841,106752.625488
2035,121953.504593,107104.274043
2036,123661.992167,107947.766329
