year,Base case cost,Modeled non-residential energy efficiency
2017,17017.3963154,22178.8716275
2018,18067.3963154,23071.2684404
2019,19507.3963154,24357.359078
2020,20227.3963154,24927.0569663
2021,20707.3963154,25260.2775606
2022,21067.3963154,25476.9382968
2023,21337.3963154,25606.9585473
2024,21547.3963154,25680.2595732
2025,21787.3963154,25786.7644812
2026,22117.3963154,25986.3981798
2027,22387.3963154,26129.0873393
2028,22597.3963154,26214.7603469
2029,22897.3963154,26393.3472675
2030,23047.3963154,26424.779808
2031,23377.3963154,26638.9912725
