year,Base case cost,Modeled wind power
2019,682114.60981,787889.753014
2020,716360.231698,808757.742731
2021,741315.403704,822555.462995
2022,758930.819238,830881.527902
2023,770674.429593,834851.878268
2024,781502.387161,838372.439408
2025,793254.302758,842581.802701
2026,807944.197253,849142.175539
2027,820275.403389,854150.849336
2028,830565.596621,857573.80992
2029,843795.845063,863342.211523
2030,852616.010691,865849.196001
2031,867316.286737,872938.590323
2032,882016.562784,880124.534545
2033,896083.564226,886771.491195
2034,910773.458722,894133.418068
2035,919754.538388,896923.874937
2036,936552.925868,906222.883591
2037,946029.205511,910031.24753
2038,962188.089456,918860.249886
