year,Base case cost,Modeled non-residential energy efficiency
2017,1009913.5561,991222.708638
2018,1081396.15963,1051819.53747
2019,1179926.23475,1136336.11311
2020,1224361.36667,1173185.29001
2021,1257204.72504,1199863.06367
2022,1280388.27213,1218072.56536
2023,1295843.97019,1229516.95667
2024,1309367.70599,1239308.27587
2025,1324823.40405,1250854.16663
2026,1344143.02663,1265857.87716
2027,1359598.72468,1277500.56532
2028,1373122.46049,1287485.53384
2029,1390510.1208,1300924.95879
2030,1402101.89435,1309295.65335
2031,1421421.51692,1324527.53863
