year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,38407.98,533210.3,318757.52,46026.48,476703.25,413942.06
2018,41252.52,572312.4,339548.4,49187.41,509083.76,442059.45
2019,45192.64,626209.89,372334.34,53567.53,553716.34,484756.97
2020,46967.4,650516.6,389676.43,55540.0,573844.77,506463.0
2021,48253.72,668482.43,395062.97,56966.71,588722.29,515403.31
2022,49186.92,681164.19,406337.39,58004.63,599224.08,528862.23
2023,49814.61,689618.7,410933.52,58703.32,606225.27,535041.33
2024,50362.1,697016.39,414955.13,59312.54,612351.31,540448.04
2025,50983.36,705470.9,419551.26,60003.34,619352.5,546627.14
2026,51746.12,716039.04,425296.41,60849.99,628103.99,554351.02
2027,52406.09,724493.55,434606.67,61587.92,635105.18,565050.52
2028,52935.37,731891.24,438672.38,62174.87,641231.22,570500.83
2029,53634.69,741402.56,443899.73,62952.44,649107.56,577508.38
2030,54084.65,747743.44,447384.62,63451.04,654358.45,582180.08
2031,54846.18,758311.58,453192.78,64296.16,663109.94,589966.24
2032,55603.29,768879.71,459000.94,65135.93,671861.43,597752.4
2033,56342.28,779447.85,459767.37,65953.72,680612.91,600694.26
2034,57078.81,790015.98,465512.53,66768.58,689364.4,608418.13
2035,57550.4,797413.68,464385.31,67285.72,695490.44,608874.64
2036,58403.2,809038.63,470635.68,68233.78,705117.08,617302.39
2037,58910.07,815379.51,479300.91,68801.35,710367.97,626955.43
2038,59778.67,827004.46,485620.59,69768.46,719994.61,635451.69
2039,60442.36,835458.96,495592.35,70510.42,726995.8,646805.23
2040,61314.8,847083.91,501981.32,71482.04,736622.43,655370.01
