year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,0
2004,,0,0,0,0,0,0
2005,,0,0,0,0,0,0
2006,,0,0,0,0,0,398053
2007,,0,0,0,0,0,1347424
2008,,0,0,0,0,0,1353476
2009,,0,0,0,0,0,1370976
2010,,0,0,0,0,0,1379157
2011,,0,0,0,0,0,1400435
2012,,0,0,0,0,0,1433094
2013,,0,0,0,0,0,353514
2014,start of forecast,0,0,0,0,0,1410000
2015,,0,0,0,0,0,1411000
2016,,0,0,0,0,0,1411000
2017,,0,0,0,0,0,1411000
2018,,0,0,0,0,0,1412000
2019,,0,0,0,0,0,1413000
2020,,0,0,0,0,0,1414000
2021,,0,0,0,0,0,1414000
2022,,0,0,0,0,0,1414000
2023,,0,0,0,0,0,1414000
2024,,0,0,0,0,0,1415000
2025,,0,0,0,0,0,1415000
2026,,0,0,0,0,0,1415000
2027,,0,0,0,0,0,1416000
2028,,0,0,0,0,0,1416000
2029,,0,0,0,0,0,1416000
2030,,0,0,0,0,0,1416000
2031,,0,0,0,0,0,1416000
2032,,0,0,0,0,0,1416000
2033,,0,0,0,0,0,1415000
2034,,0,0,0,0,0,1415000
2035,,0,0,0,0,0,1413000
2036,,0,0,0,0,0,1414000
2037,,0,0,0,0,0,1415000
2038,,0,0,0,0,0,1415000
2039,,0,0,0,0,0,1416000
2040,,0,0,0,0,0,1417000
