year,Base case cost,Modeled residential energy efficiency
2017,12472250.553,14011483.3433
2018,13121134.0456,14459184.1475
2019,14004597.6384,15093150.7176
2020,14409927.3129,15346202.9562
2021,14681475.5891,15496109.967
2022,14892636.1044,15595433.814
2023,14994044.4916,15607252.8387
2024,15099968.5787,15625004.9485
2025,15189234.4201,15627482.9776
2026,15305649.5044,15650143.6119
2027,15395684.646,15651903.5271
2028,15464954.9722,15638346.9119
2029,15571263.6506,15654769.1782
2030,15588304.3115,15599789.5355
2031,15681906.396,15601775.9846
2032,15748278.6255,15581864.1934
2033,15830776.2422,15575063.5629
2034,15910466.8098,15566574.003
2035,15926247.8487,15507744.3703
2036,16000664.7637,15491980.2132
