year,Base case cost,Modeled non-residential energy efficiency
2017,12448425.0219,12423717.8095
2018,13036469.3099,12963753.6629
2019,13845030.2059,13724546.8803
2020,14230934.2699,14065326.7483
2021,14488203.6459,14278980.9607
2022,14708720.2539,14457020.6098
2023,14837354.942,14544501.223
2024,14965989.63,14632935.0041
2025,15094624.318,14722299.6132
2026,15260011.774,14849187.266
2027,15407022.846,14958655.6098
2028,15535657.534,15050683.8389
2029,15701044.99,15180172.6829
2030,15792926.91,15237260.2045
2031,15976690.75,15386690.1706
