year,Base case diesel consumed,Modeled solar power (pv)
2016,148433.724323,146726.482326
2017,148433.724323,146740.140262
2018,148433.724323,146753.688934
2019,148433.724323,146767.129217
2020,148433.724323,146780.461978
2021,148433.724323,146793.688077
2022,148433.724323,146806.808367
2023,148433.724323,146819.823695
2024,148433.724323,146832.7349
2025,148433.724323,146845.542815
2026,148433.724323,146858.248267
2027,148433.724323,146870.852075
2028,148433.724323,146883.355053
2029,148433.724323,146895.758008
2030,148433.724323,146908.061738
2031,148433.724323,146920.267039
2032,148433.724323,146932.374697
2033,148433.724323,146944.385494
2034,148433.724323,146956.300205
2035,148433.724323,146968.119598
