year,Base case cost,Modeled transmission and interties
2021,74201304.0091,
2022,76931705.627,
2023,78577263.8059,
2024,80229242.9791,
2025,81912082.6059,
2026,84070023.7136,
2027,86037284.9352,
2028,87783546.9121,
2029,89986108.3197,
2030,91330889.8052,
2031,93844626.951,
2032,96174664.3365,
2033,98731695.0972,
2034,101314489.998,
2035,103228130.705,
2036,106110684.239,
2037,107864842.195,
2038,110810022.469,
2039,113081357.055,
2040,116069694.668,
