year,Base case cost,Modeled diesel efficiency
2019,443816.835725,595526.282359
2020,474987.917833,619362.307112
2021,495768.639238,633858.049155
2022,513580.686157,645758.023309
2023,523971.046859,651011.622404
2024,534361.407562,656363.475784
2025,544751.768265,661811.280634
2026,558110.803454,670051.583076
2027,569985.5014,677033.994463
2028,580375.862102,682756.370102
2029,593734.897291,691264.808098
2030,601156.583507,694460.878144
2031,615999.95594,704487.160261
2032,629358.991129,713245.31896
2033,644202.363561,723432.244317
2034,659045.735993,733696.678676
2035,669436.096696,739988.612893
2036,685763.806371,751752.0554
2037,694669.829831,756840.696307
2038,710997.539506,768746.818689
