year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3013.45,215870.0,215870.0
2004,,3013.45,246683.0,246683.0
2005,,3013.45,270875.0,270875.0
2006,,3013.45,293370.0,293370.0
2007,,3013.45,266206.0,266206.0
2008,,3013.45,258174.0,258174.0
2009,,3013.45,253689.0,253689.0
2010,,3013.45,251279.0,251279.0
2011,,3013.45,275467.0,275467.0
2012,,3013.45,271331.0,271331.0
2013,,3013.45,253413.0,253413.0
2014,,3013.45,185162.0,185162.0
2015,,3013.45,238644.0,238644.0
2016,start of forecast,3013.45,262000.0,262000.0
2017,,3013.45,262000.0,262000.0
2018,,3013.45,262000.0,262000.0
2019,,3013.45,262000.0,262000.0
2020,,3013.45,262000.0,262000.0
2021,,3013.45,262000.0,262000.0
2022,,3013.45,262000.0,262000.0
2023,,3013.45,262000.0,262000.0
2024,,3013.45,262000.0,262000.0
2025,,3013.45,262000.0,262000.0
2026,,3013.45,262000.0,262000.0
2027,,3013.45,262000.0,262000.0
2028,,3013.45,262000.0,262000.0
2029,,3013.45,262000.0,262000.0
2030,,3013.45,262000.0,262000.0
2031,,3013.45,262000.0,262000.0
2032,,3013.45,262000.0,262000.0
2033,,3013.45,262000.0,262000.0
2034,,3013.45,262000.0,262000.0
2035,,3013.45,263000.0,263000.0
2036,,3013.45,263000.0,263000.0
2037,,3013.45,263000.0,263000.0
2038,,3013.45,263000.0,263000.0
2039,,3013.45,263000.0,263000.0
2040,,3013.45,263000.0,263000.0
