year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21348.12,84642.55,129045.24,39233.62,99897.61,174564.1
2018,22740.52,90062.76,136427.29,40988.34,104328.53,182306.82
2019,24698.54,97684.94,146808.3,43454.91,110559.51,193195.02
2020,25569.93,101072.58,156876.33,44555.0,113328.83,203245.65
2021,26223.33,103613.3,160461.31,45379.42,115405.83,206970.56
2022,26659.87,105307.12,162851.29,45932.31,116790.49,209453.84
2023,27008.48,106662.17,164763.28,46372.36,117898.22,211440.45
2024,27270.35,107678.46,166197.27,46703.82,118729.02,212930.42
2025,27575.99,108864.14,167870.26,47090.95,119698.28,214668.71
2026,27969.21,110388.57,170021.24,47589.5,120944.47,216903.66
2027,28319.38,111743.63,171933.23,48034.83,122052.2,218890.28
2028,28582.88,112759.92,173367.22,48371.79,122883.0,220380.24
2029,28933.42,114114.97,181373.29,48818.25,123990.73,228068.57
2030,29196.66,115131.26,182857.14,49154.23,124821.53,229596.74
2031,29590.82,116655.7,185082.91,49655.72,126067.72,231888.99
2032,,,187308.68,,,234181.25
2033,,,189534.45,,,236473.5
2034,,,192007.53,,,239020.45
2035,,,199992.63,,,246562.33
2036,,,202548.8,,,249172.95
