year,Base case cost,Modeled solar power (pv)
2016,63671.5635094,
2017,75627.3592775,
2018,84524.6956631,
2019,97036.5749553,
2020,102597.410196,
2021,106768.036627,
2022,109548.454248,
2023,111772.788344,
2024,113441.038916,
2025,115387.331251,
2026,117889.707109,
2027,120114.041205,
2028,121782.291778,
2029,124006.625874,
2030,125674.876446,
2031,128177.252305,
2032,130679.628163,
2033,133182.004022,
2034,135962.421642,
2035,138155.980124,
