year,Base case cost,Modeled non-residential energy efficiency
2017,184540.15976,183347.93653
2018,194391.293974,191354.336713
2019,208244.451463,202879.524333
2020,214401.410346,207679.913801
2021,219019.129509,211146.354531
2022,222097.608951,213278.521988
2023,224560.392505,214884.776509
2024,226407.48017,215964.808595
2025,228562.415779,217326.993262
2026,231333.047277,219240.594434
2027,233795.83083,220896.646615
2028,235642.918495,222025.309229
2029,238105.702049,223704.54373
2030,239952.789714,224855.845331
2031,242723.421212,226826.747304
