year,Base case diesel consumed,Modeled residential ashp
2017,26717.8677324,3648.96806958
2018,26717.8677324,3648.96806958
2019,26717.8677324,3648.96806958
2020,27680.250656,4611.35099314
2021,27680.250656,4611.35099314
2022,27680.250656,4611.35099314
2023,27680.250656,4611.35099314
2024,27680.250656,4611.35099314
2025,27680.250656,4611.35099314
2026,27680.250656,4611.35099314
2027,27680.250656,4611.35099314
2028,27680.250656,4611.35099314
2029,28642.6335796,5573.73391671
2030,28642.6335796,5573.73391671
2031,28642.6335796,5573.73391671
