year,Base case cost,Modeled non-residential energy efficiency
2017,1425772.50541,1588845.64709
2018,1522237.34214,1672077.88676
2019,1653153.90628,1788103.98079
2020,1718612.18835,1842365.25434
2021,1759954.26123,1873983.27802
2022,1794405.98864,1899256.28489
2023,1818522.19782,1914919.65954
2024,1835748.06152,1924229.86569
2025,1859864.27071,1940224.9352
2026,1887425.65263,1959640.53584
2027,1911541.86182,1975951.93424
2028,1932212.89826,1989155.46734
2029,1956329.10744,2005768.54043
2030,1973554.97114,2016006.18649
2031,2001116.35307,2036167.45027
