year,Base case cost,Modeled transmission and interties
2021,935230.082726,
2022,966407.612033,
2023,987937.167482,
2024,1003038.49708,
2025,1024268.68852,
2026,1048405.17623,
2027,1068818.28001,
2028,1085977.12086,
2029,1106483.90797,
2030,1120590.64466,
2031,1143364.85002,
2032,1168393.79468,
2033,1192990.2464,
2034,1217135.18674,
2035,1228894.20519,
2036,1256100.40671,
2037,1267900.98392,
2038,1291678.93921,
2039,1312199.10964,
2040,1338088.10951,
