year,Base case diesel consumed,Modeled non-residential ashp
2017,273485.934961,191440.154473
2018,273485.934961,191440.154473
2019,273485.934961,191440.154473
2020,273485.934961,191440.154473
2021,273485.934961,191440.154473
2022,273485.934961,191440.154473
2023,273485.934961,191440.154473
2024,273485.934961,191440.154473
2025,273485.934961,191440.154473
2026,273485.934961,191440.154473
2027,273485.934961,191440.154473
2028,273485.934961,191440.154473
2029,273485.934961,191440.154473
2030,273485.934961,191440.154473
2031,273485.934961,191440.154473
