year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,22453.16,730061.52,422612.02,23825.43,695710.99,298552.71
2018,24801.88,806637.58,466558.35,24500.05,715599.76,307087.65
2019,27989.16,910562.24,522306.74,25416.58,742591.67,316938.86
2020,29572.94,962524.56,551906.84,25866.39,756087.62,322698.95
2021,30560.0,995342.88,570601.64,26139.27,764611.38,326336.9
2022,31378.68,1022691.47,581811.49,26363.93,771714.52,327568.7
2023,31942.19,1041835.49,592635.51,26513.39,776686.71,329679.24
2024,32337.67,1055509.78,600366.95,26614.48,780238.28,331186.77
2025,32896.07,1074653.8,606601.18,26760.53,785210.47,331466.0
2026,33529.62,1096532.67,614195.92,26924.27,790892.98,332020.24
2027,34069.92,1115676.69,624857.37,27056.66,795865.17,334107.59
2028,34516.72,1132085.84,629162.12,27157.56,800127.05,334030.65
2029,35058.48,1151229.86,634827.37,27292.7,805099.25,334228.71
2030,35429.89,1164904.16,637353.6,27377.27,808650.81,333817.14
2031,36030.97,1186783.03,644193.56,27519.03,814333.32,334263.69
2032,,,652312.73,,,334973.65
2033,,,654948.01,,,333724.75
2034,,,662544.64,,,334360.16
2035,,,658820.58,,,331880.38
2036,,,667336.46,,,332727.84
