year,Base case cost,Modeled water and wastewater efficiency
2017,46278.5908922,78973.0592397
2018,49301.9334286,79915.6289835
2019,53405.7461747,81610.2442273
2020,55439.3316732,81937.4885597
2021,56699.2724679,81768.5360842
2022,57742.6127558,81477.7650283
2023,58455.5784265,80987.9662926
2024,58952.1532111,80375.3688493
2025,59656.595366,79924.5401662
2026,60453.8964367,79557.4800681
2027,61126.5788586,79127.4152391
2028,61674.2830381,78633.6032179
2029,62351.1802166,78247.3450116
2030,62807.1577752,77732.1137168
2031,63549.9927756,77428.2788672
