year,Base case cost,Modeled diesel efficiency
2019,469726.761452,708563.069519
2020,503526.973799,732691.971049
2021,524283.9785,745118.06493
2022,541388.011087,754374.30422
2023,553066.118832,758845.37398
2024,561130.700073,760175.452249
2025,572509.443804,764659.062376
2026,585387.134143,770642.711455
2027,595948.790215,774655.015658
2028,604663.533038,777119.304697
2029,615318.872436,781475.69914
2030,622388.860767,782697.611918
2031,633904.268749,788082.815624
2032,646267.066368,794357.514576
2033,658197.371036,800355.386705
2034,669676.164334,806056.415696
2035,674398.434416,805726.109523
2036,687531.139222,813150.011195
2037,692294.968072,813071.662292
2038,703406.776309,818867.542085
