year,annotation,Average Load
2003,,384.0
2004,,382.0
2005,,361.0
2006,,348.0
2007,,440.0
2008,,457.0
2009,,395.0
2010,,436.0
2011,,480.0
2012,,491.0
2013,,415.0
2014,,412.0
2015,,443.0
2016,start of forecast,429.0
2017,,429.0
2018,,429.0
2019,,429.0
2020,,429.0
2021,,428.0
2022,,428.0
2023,,428.0
2024,,427.0
2025,,427.0
2026,,426.0
2027,,426.0
2028,,425.0
2029,,424.0
2030,,423.0
2031,,422.0
2032,,421.0
2033,,420.0
2034,,419.0
2035,,417.0
2036,,416.0
2037,,415.0
2038,,413.0
2039,,412.0
2040,,411.0
