year,annotation,line losses
2002,,0.22
2003,,0.16
2004,,0.3
2005,,0.29
2006,,0.21
2007,,0.16
2008,,0.23
2009,,0.29
2010,,0.27
2011,,0.24
2012,,0.16
2013,,0.21
2014,,0.18
2015,,0.13
2016,start of forecast,0.17
2017,,0.17
2018,,0.17
2019,,0.17
2020,,0.17
2021,,0.17
2022,,0.17
2023,,0.17
2024,,0.17
2025,,0.17
2026,,0.17
2027,,0.17
2028,,0.17
2029,,0.17
2030,,0.17
2031,,0.17
2032,,0.17
2033,,0.17
2034,,0.17
2035,,0.17
2036,,0.17
2037,,0.17
2038,,0.17
2039,,0.17
2040,,0.17
