year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58204.89,398047.51,481617.91,15919.24,135793.1,195323.79
2018,62307.0,426374.3,512094.15,17116.54,145783.02,212732.24
2019,67852.48,464615.46,540259.99,18728.04,159269.4,232412.09
2020,70384.78,482319.71,553299.73,19497.15,165513.09,241523.13
2021,72093.53,494358.59,573167.53,20028.87,169758.81,251257.48
2022,73385.91,503564.8,580080.88,20444.9,173005.53,256062.9
2023,74276.3,509938.33,596092.37,20735.8,175253.26,263043.11
2024,74957.98,514895.52,599886.39,20969.19,177001.49,265667.09
2025,75841.72,521269.04,604764.42,21264.48,179249.22,269040.78
2026,76817.15,528350.74,621675.14,21596.89,181746.7,276578.07
2027,77687.61,534724.27,626645.03,21900.97,183994.43,279998.61
2028,78342.76,539681.46,642164.5,22151.88,185742.67,286531.08
2029,79305.15,546763.16,647788.67,22492.94,188240.14,290383.75
2030,79864.82,551012.17,662980.48,22709.3,189738.63,296650.69
2031,80834.25,558093.87,668706.71,23045.77,192236.11,300555.42
2032,,,687037.22,,,308915.3
2033,,,693448.35,,,313267.78
2034,,,712115.69,,,321799.47
2035,,,716266.94,,,324605.67
2036,,,735230.27,,,333288.34
