year,Base case cost,Modeled solar power (pv)
2016,163830.22379,165415.22021
2017,189781.857628,191167.853587
2018,208821.507353,210068.725522
2019,234048.266631,235106.306991
2020,246183.741707,247164.087187
2021,254611.421537,255545.089388
2022,260707.09093,261609.664254
2023,265417.430611,266304.128523
2024,268705.788158,269584.2359
2025,273437.820799,274301.109201
2026,278144.151622,278989.100186
2027,282900.480376,283731.052326
2028,286727.691023,287551.26253
2029,291986.758439,292793.155468
2030,294826.175863,295629.604271
2031,300107.803956,300894.772872
2032,305881.75809,306649.280125
2033,311674.802028,312423.331312
2034,316909.035345,317639.019986
2035,320823.885546,321549.015266
