year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2004,,,2.8
2005,,,2.83
2008,,,8.67
2009,,,10.0
2010,,,10.33
2011,,,10.0
2012,,,10.0
2013,,6.61,10.0
2014,,,5.0
2016,start of forecast,3.52,5.07
2017,,4.07,5.62
2018,,4.47,6.02
2019,,5.01,6.56
2020,,5.26,6.81
2021,,5.43,6.98
2022,,5.56,7.11
2023,,5.65,7.2
2024,,5.72,7.27
2025,,5.81,7.36
2026,,5.91,7.46
2027,,6.0,7.55
2028,,6.07,7.62
2029,,6.17,7.72
2030,,6.23,7.78
2031,,6.33,7.88
2032,,6.44,7.99
2033,,6.55,8.1
2034,,6.66,8.21
2035,,6.73,8.28
2036,,6.84,8.39
2037,,6.91,8.46
2038,,7.03,8.58
2039,,7.11,8.66
2040,,7.23,8.78
