year,Base case cost,Modeled non-residential energy efficiency
2017,533840.609181,551811.72979
2018,572157.312193,587531.055525
2019,623884.861258,635752.145269
2020,647832.80064,658076.723853
2021,664117.39942,673257.437291
2022,676570.327899,684866.218155
2023,685191.586077,692903.066446
2024,691897.009104,699153.94845
2025,700518.267281,707190.79674
2026,710097.443034,716120.628174
2027,718718.701212,724157.476465
2028,725424.124239,730408.358468
2029,735003.299992,739338.189902
2030,740750.805443,744696.088763
2031,750329.981196,753625.920197
