year,population
2003,3459.0
2004,3543.0
2005,3589.0
2006,3634.0
2007,3585.0
2008,3681.0
2009,3610.0
2010,3598.0
2011,3673.0
2012,3737.0
2013,3796.0
2014,3850.0
2015,3903.0
2016,3954.0
2017,4002.0
2018,4050.0
2019,4097.0
2020,4142.0
2021,4184.0
2022,4225.0
2023,4265.0
2024,4304.0
2025,4343.0
2026,4382.0
2027,4419.0
2028,4455.0
2029,4500.0
2030,4542.0
2031,4582.0
2032,4614.0
2033,4645.0
2034,4675.0
2035,4707.0
2036,4742.0
2037,4779.0
2038,4815.0
2039,4848.0
2040,4877.0
