year,Base case cost,Modeled non-residential energy efficiency
2017,1803787.08328,1819699.98534
2018,1904478.34036,1905083.31794
2019,2042720.62265,2024407.59175
2020,2107375.00878,2077582.9541
2021,2152118.26663,2112945.55872
2022,2185353.95224,2138060.51379
2023,2208823.34299,2154493.23017
2024,2227977.39415,2167149.95895
2025,2250462.58464,2182914.2077
2026,2278398.7304,2203692.46888
2027,2301868.12116,2220550.81446
2028,2321173.58774,2233759.55505
2029,2347217.0407,2253134.13393
2030,2362737.12168,2263127.418
2031,2391051.806,2284736.33461
