year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,205076.827911,151841.252654
2018,205076.827911,151841.252654
2019,205076.827911,151841.252654
2020,205076.827911,151841.252654
2021,205076.827911,151841.252654
2022,205076.827911,151841.252654
2023,205076.827911,151841.252654
2024,205076.827911,151841.252654
2025,205076.827911,151841.252654
2026,205076.827911,151841.252654
2027,205076.827911,151841.252654
2028,205076.827911,151841.252654
2029,205076.827911,151841.252654
2030,205076.827911,151841.252654
2031,205076.827911,151841.252654
