year,Base case diesel consumed,Modeled residential energy efficiency
2017,150102.210805,101244.943634
2018,153402.182993,104544.915822
2019,157802.14591,108944.878739
2020,161102.118098,112244.850927
2021,165502.081016,116644.813845
2022,168802.053204,119944.786033
2023,173202.016121,124344.74895
2024,177601.979039,128744.711867
2025,182001.941956,133144.674785
2026,186401.904873,137544.637702
2027,190801.867791,141944.60062
2028,195201.830708,146344.563537
2029,199601.793626,150744.526454
2030,204001.756543,155144.489372
2031,208401.71946,159544.452289
2032,213901.673107,165044.405936
2033,218301.636025,169444.368853
2034,222701.598942,173844.331771
2035,228201.552589,179344.285417
2036,233701.506235,184844.239064
