year,Base case cost,Modeled water and wastewater efficiency
2017,66886.1792323,68947.4824041
2018,70400.1294041,70797.6823118
2019,75124.9061587,73482.1397337
2020,77440.6591881,74538.5859559
2021,78977.0922426,75080.9957875
2022,80051.5524644,75328.6807555
2023,80892.7734438,75433.6155474
2024,81527.0067347,75404.7550451
2025,82276.5973751,75463.2906932
2026,83255.8407284,75685.1980707
2027,84017.8272594,75769.179814
2028,84683.3855376,75793.6297936
2029,85559.1055983,75973.79846
2030,86096.9550782,75936.8058163
2031,87054.7112002,76200.4164451
