year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,249700.463312,184778.342851
2018,249700.463312,184778.342851
2019,249700.463312,184778.342851
2020,249700.463312,184778.342851
2021,249700.463312,184778.342851
2022,249700.463312,184778.342851
2023,249700.463312,184778.342851
2024,249700.463312,184778.342851
2025,249700.463312,184778.342851
2026,249700.463312,184778.342851
2027,249700.463312,184778.342851
2028,249700.463312,184778.342851
2029,249700.463312,184778.342851
2030,249700.463312,184778.342851
2031,249700.463312,184778.342851
