year,Base case cost,Modeled non-residential energy efficiency
2017,1848324.83796,1925485.46294
2018,1948908.26139,2015844.45322
2019,2084067.23664,2139044.40591
2020,2150075.10827,2196900.63326
2021,2194080.35603,2234038.72777
2022,2225512.67585,2259381.78841
2023,2250658.53171,2278877.76085
2024,2269517.9236,2292524.22311
2025,2291520.54748,2309244.44859
2026,2319809.63532,2332011.34037
2027,2341812.2592,2348921.79137
2028,2360671.6511,2362948.81167
2029,2385817.50696,2383015.88871
2030,2401533.66687,2394244.85745
2031,2429822.75471,2417460.15646
