year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42321.68,1349556.52,279265.26,24564.5,498768.32,305484.64
2018,44780.17,1429460.66,300341.31,25619.96,519447.6,321608.4
2019,48103.7,1536831.86,321521.93,27021.21,547235.37,338812.79
2020,49763.13,1589268.96,331865.96,27677.53,560806.15,347214.94
2021,50838.59,1624227.03,338761.97,28138.5,569853.33,352816.37
2022,51514.24,1649197.07,343687.7,28537.31,576315.6,356817.39
2023,51983.09,1669173.11,354119.28,28909.68,581485.42,363889.37
2024,52349.77,1684155.14,363676.08,29177.23,585362.79,370212.78
2025,52817.33,1701634.17,367252.85,29459.27,589886.38,373073.72
2026,53480.65,1724107.21,371851.56,29775.19,595702.42,376752.08
2027,53998.37,1741586.24,375428.33,30019.45,600226.02,379613.03
2028,54490.33,1756568.27,378494.13,30193.05,604103.38,382065.27
2029,55101.05,1776544.31,382581.87,30458.06,609273.2,385334.92
2030,55446.74,1789029.33,385136.71,30650.21,612504.34,387378.45
2031,56030.81,1811502.37,396750.67,31023.9,618320.38,395173.2
2032,,,401432.15,,,398890.28
2033,,,406113.64,,,402607.36
2034,,,411315.29,,,406737.45
2035,,,414436.28,,,409215.5
2036,,,427057.86,,,417651.27
