year,Base case cost,Modeled diesel efficiency
2019,305697.889449,497845.240138
2020,324208.530927,509518.29756
2021,336982.761177,516097.251271
2022,346753.766725,520063.984682
2023,355621.16218,523324.473108
2024,361885.588609,524331.144325
2025,368787.889132,526027.582228
2026,377221.917227,529223.805547
2027,383858.199959,530890.505711
2028,388981.833112,531284.404658
2029,396218.704425,533699.365545
2030,401377.036767,534322.339613
2031,410503.714959,538648.207482
2032,419008.011904,542501.347192
2033,427525.215374,546457.111622
2034,436965.670513,551340.957062
2035,442427.741394,552694.770452
2036,451886.83929,557766.894111
2037,456442.15017,558463.694968
2038,465552.77193,563382.41545
