year,Base case diesel consumed,Modeled diesel efficiency
2019,89385.3477922,81259.4070838
2020,89313.6448836,81194.2226215
2021,89385.3477922,81259.4070838
2022,89600.456518,81454.9604709
2023,90030.6739697,81846.0672452
2024,90245.7826955,82041.6206323
2025,90389.1885127,82171.989557
2026,90460.8914213,82237.1740194
2027,90532.5943299,82302.3584818
2028,90460.8914213,82237.1740194
2029,90460.8914213,82237.1740194
2030,90604.2972386,82367.5429441
2031,90819.4059644,82563.0963313
2032,90891.108873,82628.2807936
2033,90962.8117816,82693.465256
2034,91034.5146902,82758.6497184
2035,91034.5146902,82758.6497184
2036,91106.2175988,82823.8341807
2037,91106.2175988,82823.8341807
2038,91106.2175988,82823.8341807
