year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,89170.24,7830.53,249700.46,48337.52
2018,89313.64,7822.27,249700.46,49257.26
2019,89385.35,7815.76,249700.46,49257.26
2020,89313.64,7818.61,249700.46,49257.26
2021,89385.35,7815.67,249700.46,49257.26
2022,89600.46,7799.63,249700.46,49257.26
2023,90030.67,7776.43,249700.46,50177.01
2024,90245.78,7761.61,249700.46,51096.75
2025,90389.19,7750.5,249700.46,51096.75
2026,90460.89,7745.54,249700.46,51096.75
2027,90532.59,7742.03,249700.46,51096.75
2028,90460.89,7745.93,249700.46,51096.75
2029,90460.89,7744.67,249700.46,51096.75
2030,90604.3,7738.88,249700.46,51096.75
2031,90819.41,7723.38,249700.46,52016.49
2032,90891.11,,,52016.49
2033,90962.81,,,52016.49
2034,91034.51,,,52016.49
2035,91034.51,,,52016.49
2036,91106.22,,,52936.23
