year,Base case cost,Modeled residential energy efficiency
2017,584749.901794,584114.470898
2018,621949.706804,617257.531178
2019,660334.725493,650630.35989
2020,679080.89741,666358.650948
2021,691578.345355,676490.789706
2022,700505.093887,683435.955107
2023,718008.651756,699162.231376
2024,733888.855169,713468.857328
2025,740326.5736,718267.899843
2026,748603.640154,724751.215906
2027,755041.358585,729597.178516
2028,760559.402955,733635.512007
2029,767916.795447,739356.488762
2030,772515.165755,742608.252334
2031,791923.868791,760333.806809
2032,800322.431783,767069.810879
2033,808720.994775,773825.922007
2034,818052.731433,781445.436203
2035,823651.773428,785709.056928
2036,844709.129151,805092.091944
