year,annotation,Average Load
2003,,126.0
2004,,131.0
2005,,122.0
2006,,137.0
2007,,134.0
2008,,132.0
2009,,137.0
2010,,132.0
2011,,132.0
2012,,134.0
2013,,141.0
2014,,133.0
2015,,131.0
2016,start of forecast,135.0
2017,,135.0
2018,,135.0
2019,,136.0
2020,,136.0
2021,,136.0
2022,,136.0
2023,,137.0
2024,,137.0
2025,,137.0
2026,,137.0
2027,,137.0
2028,,137.0
2029,,137.0
2030,,137.0
2031,,138.0
2032,,138.0
2033,,138.0
2034,,138.0
2035,,138.0
2036,,138.0
2037,,138.0
2038,,138.0
2039,,138.0
2040,,138.0
