year,Base case diesel consumed,Modeled residential energy efficiency
2017,48337.5193506,39396.8793461
2018,49257.2623177,40316.6223132
2019,49257.2623177,40316.6223132
2020,49257.2623177,40316.6223132
2021,49257.2623177,40316.6223132
2022,49257.2623177,40316.6223132
2023,50177.0052847,41236.3652802
2024,51096.7482518,42156.1082473
2025,51096.7482518,42156.1082473
2026,51096.7482518,42156.1082473
2027,51096.7482518,42156.1082473
2028,51096.7482518,42156.1082473
2029,51096.7482518,42156.1082473
2030,51096.7482518,42156.1082473
2031,52016.4912189,43075.8512144
2032,52016.4912189,43075.8512144
2033,52016.4912189,43075.8512144
2034,52016.4912189,43075.8512144
2035,52016.4912189,43075.8512144
2036,52936.2341859,43995.5941814
