year,Base case diesel consumed,Modeled non-residential ashp
2017,31468.6865562,-26406.2346002
2018,31468.6865562,-26406.2346002
2019,31468.6865562,-26406.2346002
2020,31468.6865562,-26406.2346002
2021,31468.6865562,-26406.2346002
2022,31468.6865562,-26406.2346002
2023,31468.6865562,-26406.2346002
2024,31468.6865562,-26406.2346002
2025,31468.6865562,-26406.2346002
2026,31468.6865562,-26406.2346002
2027,31468.6865562,-26406.2346002
2028,31468.6865562,-26406.2346002
2029,31468.6865562,-26406.2346002
2030,31468.6865562,-26406.2346002
2031,31468.6865562,-26406.2346002
