year,Base case cost,Modeled non-residential energy efficiency
2017,922806.98817,1076321.64802
2018,972974.459491,1120713.92785
2019,1039104.30805,1181203.94072
2020,1068748.72292,1205340.70362
2021,1089271.77937,1220485.19359
2022,1105234.15661,1231195.06451
2023,1116635.85464,1237467.36209
2024,1123476.87346,1239299.20049
2025,1134878.57148,1245809.1208
2026,1146280.26951,1252433.69235
2027,1157681.96754,1259170.22773
2028,1166803.32596,1263735.76301
2029,1178205.02399,1270688.41533
2030,1185046.04281,1273184.66269
2031,1198728.08044,1282623.75967
