year,Base case cost,Modeled water and wastewater efficiency
2017,67934.2586497,
2018,70500.7792198,
2019,73879.5514159,
2020,75395.4303489,
2021,76444.7320606,
2022,77258.4956536,
2023,77837.4175569,
2024,78181.7854957,
2025,78758.0942667,
2026,79333.7882261,
2027,79908.8027483,
2028,80366.3309974,
2029,80934.6862804,
2030,81269.8536324,
2031,81954.4730482,
