year,Base case diesel consumed,Modeled residential energy efficiency
2017,96949.1750335,81673.1739188
2018,98056.1655081,82780.1643935
2019,98056.1655081,82780.1643935
2020,98056.1655081,82780.1643935
2021,98056.1655081,82780.1643935
2022,98056.1655081,82780.1643935
2023,98056.1655081,82780.1643935
2024,98056.1655081,82780.1643935
2025,96949.1750335,81673.1739188
2026,96949.1750335,81673.1739188
2027,96949.1750335,81673.1739188
2028,96949.1750335,81673.1739188
2029,95842.1845588,80566.1834442
2030,95842.1845588,80566.1834442
2031,94735.1940842,79459.1929695
