year,Base case cost,Modeled diesel efficiency
2019,899623.147514,1138667.21898
2020,939638.962245,1167525.82629
2021,967207.820953,1185245.25499
2022,988062.577991,1197033.06045
2023,1002402.66212,1203066.50816
2024,1009976.61969,1203113.06397
2025,1023281.2639,1208529.62075
2026,1036285.31984,1213829.4448
2027,1049231.57034,1219229.5788
2028,1058880.02057,1221780.98998
2029,1069371.70764,1225244.75962
2030,1074086.46371,1223599.13585
2031,1087573.91762,1230067.71797
2032,1098797.56606,1234614.0624
2033,1112855.84868,1241869.9321
2034,1123604.04738,1246246.11265
2035,1130499.51361,1247246.25209
2036,1142799.06577,1253282.67672
2037,1145439.32917,1250658.51522
2038,1156576.99201,1255877.02185
