year,Base case cost,Modeled water and wastewater efficiency
2017,48840.9436848,87512.2358455
2018,52239.9177711,88457.9126292
2019,56838.5078168,90212.6491349
2020,59233.7069794,90563.311485
2021,60902.3872995,90470.0045805
2022,62255.6577445,90200.5643888
2023,63248.0592792,89721.3022639
2024,64131.6282245,89199.5906753
2025,65105.5164615,88762.2203283
2026,66330.0348304,88512.1050601
2027,67339.0288385,88145.7041188
2028,68120.5795167,87654.469207
2029,69354.0120883,87484.4244455
2030,70143.4557872,87049.2471883
2031,71387.9191868,86929.4212767
