year,Base case cost,Modeled non-residential energy efficiency
2017,4631860.53848,4252411.3179
2018,4783756.22984,4394677.27294
2019,4992070.32085,4593587.32458
2020,5096227.36636,4688560.73787
2021,5165665.3967,4749030.3774
2022,5217743.91945,4792350.70598
2023,5256802.81152,4822856.67406
2024,5287181.94979,4844883.34752
2025,5321900.96496,4871445.65875
2026,5369639.61082,4911218.77338
2027,5408698.50288,4942498.8264
2028,5439077.64115,4965281.44219
2029,5482476.41012,5001261.7321
2030,5504175.7946,5015716.50819
2031,5551914.44045,5056380.34112
