year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,433988.0,320897.185277
2018,433988.0,320897.185277
2019,433988.0,320897.185277
2020,433988.0,320897.185277
2021,433988.0,320897.185277
2022,433988.0,320897.185277
2023,433988.0,320897.185277
2024,433988.0,320897.185277
2025,433988.0,320897.185277
2026,433988.0,320897.185277
2027,433988.0,320897.185277
2028,433988.0,320897.185277
2029,433988.0,320897.185277
2030,433988.0,320897.185277
2031,433988.0,320897.185277
2032,,
2033,,
2034,,
2035,,
2036,,
