year,Base case cost,Modeled residential energy efficiency
2017,1877674.19493,1952555.80597
2018,2015373.04836,2052467.62132
2019,2191937.81513,2180709.19183
2020,2292336.65314,2252822.44331
2021,2367616.58758,2306626.45366
2022,2430471.93993,2351505.1037
2023,2483907.70345,2389632.40375
2024,2531063.74107,2423317.34004
2025,2582168.85975,2460305.0473
2026,2636369.23674,2498084.58154
2027,2692097.78488,2539216.98066
2028,2724986.72526,2559330.43928
2029,2793506.2524,2612758.97175
2030,2844752.98517,2653206.954
2031,2910076.80559,2702929.57235
2032,2950425.93353,2727830.0824
2033,2990775.06146,2752879.60036
2034,3043622.95075,2789746.94561
2035,3069378.34251,2803796.14647
2036,3113530.44266,2832248.58214
