year,Base case cost,Modeled non-residential energy efficiency
2017,6220.14615397,7053.13152613
2018,6629.19813219,7454.41022939
2019,7196.59281165,8011.02262425
2020,7473.69253884,8282.85658452
2021,7658.42569029,8464.07922471
2022,7803.57316643,8606.46844199
2023,7909.13496726,8710.02423638
2024,7988.30631789,8787.69108218
2025,8093.86811872,8891.24687657
2026,8212.62514465,9007.74714526
2027,8318.18694549,9111.30293965
2028,8397.35829611,9188.96978544
2029,8516.11532204,9305.47005413
2030,8582.09144756,9370.19242563
2031,8714.0436986,9499.63716861
