year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1223.07989307,905.079120871
2018,1223.07989307,905.079120871
2019,1223.07989307,905.079120871
2020,1223.07989307,905.079120871
2021,1223.07989307,905.079120871
2022,1223.07989307,905.079120871
2023,1223.07989307,905.079120871
2024,1223.07989307,905.079120871
2025,1223.07989307,905.079120871
2026,1223.07989307,905.079120871
2027,1223.07989307,905.079120871
2028,1223.07989307,905.079120871
2029,1223.07989307,905.079120871
2030,1223.07989307,905.079120871
2031,1223.07989307,905.079120871
