year,Base case diesel consumed,Modeled non-residential ashp
2017,139694.060795,139327.136827
2018,139694.060795,139327.136827
2019,139694.060795,139327.136827
2020,138220.059537,137853.13557
2021,138220.059537,137853.13557
2022,136746.05828,136379.134312
2023,136746.05828,136379.134312
2024,135272.057022,134905.133055
2025,135272.057022,134905.133055
2026,133798.055765,133431.131797
2027,132324.054507,131957.13054
2028,130850.05325,130483.129282
2029,130850.05325,130483.129282
2030,129376.051992,129009.128025
2031,127902.050735,127535.126767
