year,Base case cost,Modeled residential energy efficiency
2017,86444.8928609,91420.6830175
2018,89801.3169585,93531.9936702
2019,94525.1730958,96677.7194594
2020,91049.1823025,92255.5752471
2021,92563.2774775,92988.2369744
2022,93611.497214,93388.3953583
2023,94426.7792312,93626.5092115
2024,89137.4754905,87799.5924359
2025,89789.2297841,87921.9554996
2026,90658.235509,88207.3270999
2027,85265.7925957,82270.226989
2028,85769.7054537,82299.411803
2029,80321.182232,76290.2302236
2030,80785.87937,76294.9794363
2031,81529.3947908,76492.2702092
2032,75853.4203931,70277.0353061
2033,76619.2869454,70479.3062698
2034,77385.1534978,70688.2187548
2035,77810.6349158,70687.7759672
2036,78576.5014682,70909.5081631
