year,Base case cost,Modeled non-residential energy efficiency
2017,161810.705488,152092.774074
2018,167840.069855,157465.406427
2019,176273.87567,165192.796828
2020,180293.451915,168638.415263
2021,183170.496074,170992.637405
2022,185206.267325,172529.45149
2023,186743.452736,173604.81315
2024,188057.328356,174473.49462
2025,189423.170233,175390.273683
2026,191209.648564,176730.350152
2027,192746.833975,177843.840796
2028,193889.36606,178571.658454
2029,195649.861263,179919.453473
2030,196740.427091,180626.15028
2031,198526.905422,182010.100724
