year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,19733.0,14590.9571539
2018,19733.0,14590.9571539
2019,19733.0,14590.9571539
2020,19733.0,14590.9571539
2021,19733.0,14590.9571539
2022,19733.0,14590.9571539
2023,19733.0,14590.9571539
2024,19733.0,14590.9571539
2025,19733.0,14590.9571539
2026,19733.0,14590.9571539
2027,19733.0,14590.9571539
2028,19733.0,14590.9571539
2029,19733.0,14590.9571539
2030,19733.0,14590.9571539
2031,19733.0,14590.9571539
2032,,
2033,,
2034,,
2035,,
2036,,
