year,Base case diesel consumed,Modeled non-residential ashp
2017,19732.6662782,13812.8663947
2018,19732.6662782,13812.8663947
2019,19732.6662782,13812.8663947
2020,19732.6662782,13812.8663947
2021,19732.6662782,13812.8663947
2022,19732.6662782,13812.8663947
2023,19732.6662782,13812.8663947
2024,19732.6662782,13812.8663947
2025,19732.6662782,13812.8663947
2026,19732.6662782,13812.8663947
2027,19732.6662782,13812.8663947
2028,19732.6662782,13812.8663947
2029,19732.6662782,13812.8663947
2030,19732.6662782,13812.8663947
2031,19732.6662782,13812.8663947
