year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,19732.6662782,14602.1730458
2018,19732.6662782,14602.1730458
2019,19732.6662782,14602.1730458
2020,19732.6662782,14602.1730458
2021,19732.6662782,14602.1730458
2022,19732.6662782,14602.1730458
2023,19732.6662782,14602.1730458
2024,19732.6662782,14602.1730458
2025,19732.6662782,14602.1730458
2026,19732.6662782,14602.1730458
2027,19732.6662782,14602.1730458
2028,19732.6662782,14602.1730458
2029,19732.6662782,14602.1730458
2030,19732.6662782,14602.1730458
2031,19732.6662782,14602.1730458
