year,Base case cost,Modeled diesel efficiency
2019,874499.379341,1021356.59191
2020,918413.020221,1055972.83777
2021,949725.132403,1079257.49015
2022,972990.843144,1095348.65957
2023,988755.579657,1104739.34301
2024,1001938.98739,1111899.16613
2025,1017734.77545,1121546.96859
2026,1036581.71573,1134078.98342
2027,1053165.94313,1144661.83575
2028,1066377.70227,1152284.12935
2029,1083364.24974,1163440.90177
2030,1094688.61472,1169550.678
2031,1113562.55636,1182621.79401
2032,1132436.49799,1195788.6994
2033,1149663.35745,1207551.80164
2034,1167673.25598,1220118.10945
2035,1179163.67924,1226846.83235
2036,1199850.76133,1242023.27409
2037,1212873.51105,1250317.21901
2038,1234474.58874,1266492.72793
